"a" "b"
"11" 2228.75121 14.679
"123" 2988.63237 15.297
"229" 3671.72696 15.234
"148" 3045.59677 15.206
"277" 4004.77199 14.859
"199" 3355.69997 15.096
"294" 4060.62308 14.688
"106" 2942.71618 15.28
"260" 3772.63385 14.952
"189" 3308.76448 15.226
"300" 4080.65071 15.293
"165" 3086.55082 15.176
"321" 4365.76265 15.267
"144" 3035.62172 14.71
"114" 2966.68028 15.147
"340" 4444.66842 14.698
"75" 2654.71532 14.942
"327" 4392.72125 14.97
"273" 3979.89357 14.764
"159" 3069.53108 15.276
"334" 4424.86171 15.078
"223" 3638.80203 14.967
"186" 3298.78306 15.326
"92" 2711.55135 14.73
"279" 4009.77779 15.211
"270" 3960.88235 15.295
"286" 4037.73878 15.17
"147" 3043.55761 15.008
"109" 2952.7114 15.178
"316" 4316.92988 15.314
"188" 3306.74772 14.684
"116" 2972.67995 14.888
"224" 3641.7721 14.807
"51" 2551.79334 15.294
"252" 3749.58703 15.3
"157" 3064.55829 14.97
"110" 2955.773 15.091
"140" 3024.68364 14.815
"37" 2302.65714 14.659
"344" 4458.65426 14.69
"245" 3725.68651 14.963
"59" 2599.7472 15.015
"22" 2256.67352 14.825
"158" 3067.54612 14.808
"103" 2929.77611 14.677
"345" 4463.66663 15.089
"271" 3967.93013 15.278
"168" 3098.51805 15.125
"101" 2921.80485 15.304
"60" 2607.71167 15.209
"183" 3283.83548 15.183
"221" 3628.90007 15.135
"62" 2620.66819 14.959
"97" 2896.80948 15.259
"192" 3321.63865 14.954
"117" 2975.65341 14.703
"239" 3705.70635 14.962
"17" 2242.75932 14.695
"341" 4450.6828 15.319
"296" 4067.60671 14.692
"315" 4192.49946 15.13
"113" 2963.71338 15.258
"138" 3020.66972 15.335
"282" 4021.8473 14.694
"58" 2594.71598 15.125
"100" 2915.80263 14.72
"118" 2977.72413 15.239
"20" 2251.8282 15.211
"228" 3665.76092 15.023
"107" 2946.73674 15.309
"284" 4028.76755 14.773
"287" 4040.73381 15.061
"178" 3262.85747 15.197
"333" 4420.83488 14.953
"88" 2690.56095 14.788
"135" 3012.72464 15.179
"328" 4397.75825 15.284
"323" 4373.73468 15.225
"297" 4069.59646 15.197
"152" 3053.54466 14.835
"308" 4123.69568 15.122
"98" 2905.88672 14.939
"21" 2253.66843 14.771
"269" 3935.93307 15.246
"45" 2350.50089 15.205
"247" 3731.66118 15.235
"175" 3230.87924 15.155
"326" 4383.78488 15.307
"1" 2165.84535 14.868
"352" 4486.65946 14.906
"254" 3754.55296 14.829
"77" 2659.74368 15.048
"338" 4438.85924 15.089
"214" 3429.57731 15.251
"111" 2957.70564 14.899
"164" 3084.51239 14.943
"193" 3325.70041 15.08
"283" 4025.85772 14.835
"268" 3817.4995 14.688
"150" 3049.55575 14.684
"43" 2337.53905 15.129
"128" 2998.60332 15.188
"67" 2631.59307 15.036
"146" 3041.52822 15.296
"187" 3303.7463 14.862
"40" 2322.57362 15.234
"15" 2238.6224 15.315
"217" 3450.53688 15.303
"125" 2992.64399 15.299
"191" 3314.71817 14.969
"151" 3051.54836 15.203
"155" 3059.54116 15.287
"295" 4065.64118 15.114
"23" 2259.66544 15.318
"132" 3006.658 15.304
"182" 3280.89368 15.27
